product,unit_cost,total_cost,quantity,purchased_at,customer_id
chocolate,34,22396,645,2020-06-06 21:52:00,93
toffee,18,11994,634,2020-06-06 23:16:00,365
dark_chocolate,34,48631,1412,2020-06-06 23:32:00,236
toffee,18,8551,452,2020-06-07 00:27:00,58
dark_chocolate,34,8059,234,2020-06-07 00:32:00,236
toffee,18,378,20,2020-06-07 01:30:00,134
chocolate,34,13715,395,2020-06-07 02:00:00,42
chocolate,34,15104,435,2020-06-07 02:01:00,402
chocolate,34,17083,492,2020-06-07 02:18:00,460
caramel,10,11980,1192,2020-06-07 02:40:00,34
toffee,18,491,26,2020-06-07 02:46:00,414
toffee,18,28113,1486,2020-06-07 04:23:00,299
chocolate,34,44826,1291,2020-06-07 04:55:00,186
dark_chocolate,34,7404,215,2020-06-07 06:10:00,103
caramel,10,9668,962,2020-06-07 07:17:00,251
caramel,10,301,30,2020-06-07 08:02:00,463
chocolate,34,17916,516,2020-06-07 08:09:00,151
dark_chocolate,34,15636,454,2020-06-07 09:30:00,18
chocolate,34,39167,1128,2020-06-07 10:59:00,257
dark_chocolate,34,18736,544,2020-06-07 12:25:00,184
dark_chocolate,34,29998,871,2020-06-07 14:04:00,220
butter_creme,21,7202,332,2020-06-07 15:04:00,379
toffee,18,18389,972,2020-06-07 15:27:00,78
butter_creme,21,30827,1421,2020-06-07 16:31:00,360
butter_creme,21,1214,56,2020-06-07 17:49:00,495
chocolate,34,6007,173,2020-06-07 18:46:00,156
dark_chocolate,34,5200,151,2020-06-07 19:34:00,298
toffee,18,2118,112,2020-06-07 19:37:00,153
caramel,10,12191,1213,2020-06-07 20:46:00,92
caramel,10,9467,942,2020-06-07 20:54:00,191
toffee,18,8910,471,2020-06-07 22:05:00,207
caramel,10,13206,1314,2020-06-07 23:09:00,247
butter_creme,21,30783,1419,2020-06-07 23:40:00,175
dark_chocolate,34,43224,1255,2020-06-08 00:58:00,341
toffee,18,2705,143,2020-06-08 01:36:00,119
caramel,10,13035,1297,2020-06-08 02:07:00,174
chocolate,34,25798,743,2020-06-08 02:28:00,86
butter_creme,21,17073,787,2020-06-08 03:29:00,242
caramel,10,20,2,2020-06-08 04:16:00,229
toffee,18,14132,747,2020-06-08 04:17:00,255
chocolate,34,30937,891,2020-06-08 05:22:00,477
dark_chocolate,34,1928,56,2020-06-08 05:55:00,16
chocolate,34,44549,1283,2020-06-08 06:35:00,218
dark_chocolate,34,23041,669,2020-06-08 06:40:00,3
butter_creme,21,5987,276,2020-06-08 07:34:00,88
chocolate,34,46806,1348,2020-06-08 08:44:00,146
dark_chocolate,34,3409,99,2020-06-08 09:18:00,118
caramel,10,6854,682,2020-06-08 10:55:00,210
chocolate,34,34305,988,2020-06-08 11:36:00,457
butter_creme,21,6443,297,2020-06-08 12:02:00,478
caramel,10,50,5,2020-06-08 13:33:00,54
toffee,18,5221,276,2020-06-08 14:09:00,437
dark_chocolate,34,31307,909,2020-06-08 14:34:00,1
chocolate,34,7847,226,2020-06-08 15:42:00,84
toffee,18,6054,320,2020-06-08 16:38:00,313
toffee,18,27640,1461,2020-06-08 17:11:00,325
caramel,10,3095,308,2020-06-08 18:36:00,208
caramel,10,4532,451,2020-06-08 19:20:00,278
caramel,10,5336,531,2020-06-08 20:07:00,498
dark_chocolate,34,25280,734,2020-06-08 20:36:00,399
butter_creme,21,5098,235,2020-06-08 21:59:00,443
dark_chocolate,34,9815,285,2020-06-08 22:58:00,450
chocolate,34,14444,416,2020-06-08 23:39:00,27
butter_creme,21,18569,856,2020-06-09 00:56:00,317
caramel,10,3145,313,2020-06-09 02:16:00,61
chocolate,34,24722,712,2020-06-09 02:49:00,416
butter_creme,21,10152,468,2020-06-09 04:17:00,88
dark_chocolate,34,47426,1377,2020-06-09 05:26:00,351
chocolate,34,14340,413,2020-06-09 06:22:00,191
chocolate,34,50139,1444,2020-06-09 06:37:00,293
chocolate,34,36805,1060,2020-06-09 07:41:00,401
chocolate,34,37674,1085,2020-06-09 08:41:00,323
chocolate,34,43160,1243,2020-06-09 09:22:00,122
dark_chocolate,34,19046,553,2020-06-09 09:27:00,91
chocolate,34,51007,1469,2020-06-09 10:25:00,239
caramel,10,14975,1490,2020-06-09 10:29:00,235
butter_creme,21,11758,542,2020-06-09 11:52:00,241
butter_creme,21,24557,1132,2020-06-09 12:36:00,443
butter_creme,21,13602,627,2020-06-09 12:43:00,113
caramel,10,1487,148,2020-06-09 13:06:00,281
dark_chocolate,34,18150,527,2020-06-09 14:01:00,406
butter_creme,21,3471,160,2020-06-09 15:33:00,50
chocolate,34,40625,1170,2020-06-09 16:22:00,440
caramel,10,2160,215,2020-06-09 17:22:00,48
butter_creme,21,28375,1308,2020-06-09 19:00:00,40
butter_creme,21,24947,1150,2020-06-09 20:05:00,424
dark_chocolate,34,30997,900,2020-06-09 20:58:00,346
dark_chocolate,34,34992,1016,2020-06-09 21:26:00,221
butter_creme,21,29481,1359,2020-06-09 22:36:00,447
toffee,18,27148,1435,2020-06-09 22:39:00,141
chocolate,34,15208,438,2020-06-09 22:47:00,381
toffee,18,7302,386,2020-06-09 23:05:00,348
dark_chocolate,34,41433,1203,2020-06-09 23:09:00,150
caramel,10,13960,1389,2020-06-09 23:39:00,24
toffee,18,11710,619,2020-06-10 00:16:00,409
dark_chocolate,34,13397,389,2020-06-10 01:18:00,483
toffee,18,11275,596,2020-06-10 02:54:00,345
butter_creme,21,19871,916,2020-06-10 03:16:00,14
dark_chocolate,34,35027,1017,2020-06-10 03:27:00,354
toffee,18,4124,218,2020-06-10 03:45:00,185
chocolate,34,40555,1168,2020-06-10 03:51:00,217
dark_chocolate,34,7542,219,2020-06-10 04:16:00,428
dark_chocolate,34,16876,490,2020-06-10 05:35:00,333
caramel,10,11025,1097,2020-06-10 07:01:00,481
butter_creme,21,1041,48,2020-06-10 08:40:00,466
caramel,10,5407,538,2020-06-10 09:32:00,92
dark_chocolate,34,46323,1345,2020-06-10 09:44:00,84
butter_creme,21,20045,924,2020-06-10 10:33:00,308
toffee,18,12978,686,2020-06-10 10:53:00,123
butter_creme,21,27117,1250,2020-06-10 11:59:00,214
toffee,18,10159,537,2020-06-10 13:32:00,256
butter_creme,21,3774,174,2020-06-10 13:41:00,167
butter_creme,21,24904,1148,2020-06-10 13:47:00,451
dark_chocolate,34,20906,607,2020-06-10 14:14:00,421
dark_chocolate,34,22800,662,2020-06-10 15:04:00,289
caramel,10,8161,812,2020-06-10 15:22:00,154
dark_chocolate,34,24281,705,2020-06-10 15:53:00,276
dark_chocolate,34,16497,479,2020-06-10 17:24:00,393
butter_creme,21,10239,472,2020-06-10 17:24:00,402
caramel,10,1276,127,2020-06-10 18:46:00,242
chocolate,34,47014,1354,2020-06-10 19:12:00,70
toffee,18,16421,868,2020-06-10 19:31:00,245
caramel,10,13870,1380,2020-06-10 20:21:00,109
butter_creme,21,4447,205,2020-06-10 21:28:00,463
caramel,10,11498,1144,2020-06-10 21:47:00,342
butter_creme,21,5271,243,2020-06-10 23:20:00,340
butter_creme,21,21628,997,2020-06-10 23:50:00,74
toffee,18,14340,758,2020-06-11 00:52:00,95
chocolate,34,7847,226,2020-06-11 02:01:00,174
butter_creme,21,4382,202,2020-06-11 02:38:00,483
butter_creme,21,7831,361,2020-06-11 03:31:00,219
chocolate,34,5000,144,2020-06-11 04:28:00,150
toffee,18,17405,920,2020-06-11 05:10:00,156
caramel,10,251,25,2020-06-11 06:43:00,471
dark_chocolate,34,42948,1247,2020-06-11 07:12:00,31
chocolate,34,29097,838,2020-06-11 08:39:00,428
caramel,10,4512,449,2020-06-11 09:01:00,496
dark_chocolate,34,29757,864,2020-06-11 09:59:00,358
caramel,10,5306,528,2020-06-11 10:47:00,267
toffee,18,8702,460,2020-06-11 11:00:00,20
chocolate,34,28889,832,2020-06-11 11:01:00,144
chocolate,34,2152,62,2020-06-11 12:24:00,206
toffee,18,22816,1206,2020-06-11 13:51:00,137
dark_chocolate,34,31238,907,2020-06-11 14:39:00,188
dark_chocolate,34,50146,1456,2020-06-11 15:10:00,49
butter_creme,21,2364,109,2020-06-11 15:17:00,261
chocolate,34,9305,268,2020-06-11 15:58:00,443
caramel,10,5105,508,2020-06-11 16:35:00,309
dark_chocolate,34,43086,1251,2020-06-11 17:06:00,43
chocolate,34,44479,1281,2020-06-11 17:35:00,308
toffee,18,19316,1021,2020-06-11 17:50:00,31
chocolate,34,41562,1197,2020-06-11 19:03:00,146
caramel,10,14161,1409,2020-06-11 20:42:00,367
butter_creme,21,16921,780,2020-06-11 20:44:00,410
chocolate,34,8298,239,2020-06-11 20:58:00,193
chocolate,34,44444,1280,2020-06-11 22:07:00,198
butter_creme,21,2169,100,2020-06-11 23:31:00,126
chocolate,34,29201,841,2020-06-11 23:34:00,187
caramel,10,12804,1274,2020-06-12 01:06:00,222
chocolate,34,31805,916,2020-06-12 01:20:00,88
dark_chocolate,34,7577,220,2020-06-12 02:34:00,61
butter_creme,21,24839,1145,2020-06-12 02:38:00,420
chocolate,34,44931,1294,2020-06-12 03:45:00,244
chocolate,34,4618,133,2020-06-12 03:58:00,355
butter_creme,21,22474,1036,2020-06-12 04:53:00,281
chocolate,34,19375,558,2020-06-12 05:56:00,491
toffee,18,2497,132,2020-06-12 07:31:00,165
butter_creme,21,25143,1159,2020-06-12 07:56:00,211
dark_chocolate,34,8265,240,2020-06-12 09:25:00,211
caramel,10,3176,316,2020-06-12 10:29:00,410
toffee,18,17329,916,2020-06-12 11:15:00,219
chocolate,34,7152,206,2020-06-12 12:01:00,485
toffee,18,21643,1144,2020-06-12 12:41:00,113
caramel,10,9367,932,2020-06-12 13:15:00,146
toffee,18,19600,1036,2020-06-12 13:42:00,250
dark_chocolate,34,28069,815,2020-06-12 14:02:00,193
dark_chocolate,34,41777,1213,2020-06-12 15:23:00,268
butter_creme,21,21607,996,2020-06-12 15:23:00,498
toffee,18,15418,815,2020-06-12 16:15:00,357
dark_chocolate,34,10952,318,2020-06-12 17:50:00,153
chocolate,34,26423,761,2020-06-12 19:01:00,119
dark_chocolate,34,43671,1268,2020-06-12 19:28:00,370
dark_chocolate,34,37506,1089,2020-06-12 19:59:00,421
butter_creme,21,2299,106,2020-06-12 20:55:00,406
butter_creme,21,3037,140,2020-06-12 21:13:00,395
chocolate,34,44583,1284,2020-06-12 22:41:00,482
dark_chocolate,34,40158,1166,2020-06-13 00:16:00,68
caramel,10,10925,1087,2020-06-13 01:09:00,349
butter_creme,21,29221,1347,2020-06-13 02:09:00,73
butter_creme,21,27941,1288,2020-06-13 02:34:00,130
toffee,18,27016,1428,2020-06-13 02:44:00,75
toffee,18,15929,842,2020-06-13 02:53:00,39
chocolate,34,5520,159,2020-06-13 03:22:00,151
dark_chocolate,34,44050,1279,2020-06-13 04:18:00,337
toffee,18,12164,643,2020-06-13 05:51:00,69
caramel,10,2643,263,2020-06-13 07:24:00,62
butter_creme,21,30067,1386,2020-06-13 08:46:00,256
chocolate,34,35764,1030,2020-06-13 10:10:00,139
toffee,18,17272,913,2020-06-13 11:10:00,112
butter_creme,21,2451,113,2020-06-13 11:12:00,293
dark_chocolate,34,10470,304,2020-06-13 12:14:00,377
caramel,10,11317,1126,2020-06-13 13:14:00,213
chocolate,34,5277,152,2020-06-13 14:50:00,445
dark_chocolate,34,51007,1481,2020-06-13 15:30:00,207
butter_creme,21,11454,528,2020-06-13 16:59:00,438
butter_creme,21,24882,1147,2020-06-13 17:13:00,210
chocolate,34,1111,32,2020-06-13 18:15:00,69
butter_creme,21,4837,223,2020-06-13 18:32:00,66
butter_creme,21,9523,439,2020-06-13 19:16:00,183
chocolate,34,27118,781,2020-06-13 19:27:00,65
caramel,10,14251,1418,2020-06-13 19:29:00,462
caramel,10,8110,807,2020-06-13 19:49:00,125
toffee,18,151,8,2020-06-13 20:01:00,310
chocolate,34,49826,1435,2020-06-13 21:09:00,219
toffee,18,8248,436,2020-06-13 21:50:00,331
butter_creme,21,2885,133,2020-06-13 21:54:00,161
butter_creme,21,28245,1302,2020-06-13 22:42:00,71
butter_creme,21,24600,1134,2020-06-13 23:12:00,77
chocolate,34,34653,998,2020-06-13 23:47:00,470
chocolate,34,26632,767,2020-06-14 00:04:00,235
butter_creme,21,10478,483,2020-06-14 01:31:00,448
toffee,18,1986,105,2020-06-14 01:56:00,211
chocolate,34,17916,516,2020-06-14 02:38:00,54
chocolate,34,33437,963,2020-06-14 03:58:00,121
butter_creme,21,4902,226,2020-06-14 04:19:00,242
toffee,18,19524,1032,2020-06-14 05:43:00,119
toffee,18,16610,878,2020-06-14 07:17:00,93
chocolate,34,35694,1028,2020-06-14 07:53:00,474
butter_creme,21,30176,1391,2020-06-14 09:02:00,117
chocolate,34,28021,807,2020-06-14 09:20:00,434
chocolate,34,11875,342,2020-06-14 10:44:00,421
butter_creme,21,28722,1324,2020-06-14 11:43:00,463
dark_chocolate,34,51490,1495,2020-06-14 11:56:00,251
butter_creme,21,9914,457,2020-06-14 13:17:00,214
chocolate,34,23472,676,2020-06-14 13:48:00,311
caramel,10,10683,1063,2020-06-14 15:00:00,61
toffee,18,12732,673,2020-06-14 15:38:00,249
caramel,10,7849,781,2020-06-14 15:47:00,319
caramel,10,6382,635,2020-06-14 16:37:00,195
caramel,10,432,43,2020-06-14 17:28:00,155
caramel,10,7477,744,2020-06-14 17:43:00,402
toffee,18,24594,1300,2020-06-14 19:16:00,19
butter_creme,21,2733,126,2020-06-14 20:16:00,139
dark_chocolate,34,14224,413,2020-06-14 21:30:00,266
butter_creme,21,21086,972,2020-06-14 22:11:00,167
caramel,10,7367,733,2020-06-14 23:22:00,285
butter_creme,21,5054,233,2020-06-14 23:59:00,302
butter_creme,21,15098,696,2020-06-15 00:44:00,463
butter_creme,21,15662,722,2020-06-15 02:16:00,173
caramel,10,13096,1303,2020-06-15 03:39:00,323
toffee,18,17745,938,2020-06-15 04:48:00,361
chocolate,34,1979,57,2020-06-15 05:00:00,412
toffee,18,21132,1117,2020-06-15 05:06:00,465
toffee,18,56,3,2020-06-15 06:40:00,140
toffee,18,27867,1473,2020-06-15 06:52:00,235
caramel,10,1537,153,2020-06-15 08:11:00,411
caramel,10,7809,777,2020-06-15 08:55:00,405
chocolate,34,17187,495,2020-06-15 10:23:00,228
dark_chocolate,34,26554,771,2020-06-15 11:58:00,110
chocolate,34,44097,1270,2020-06-15 12:23:00,172
chocolate,34,21979,633,2020-06-15 13:08:00,363
toffee,18,14529,768,2020-06-15 13:08:00,376
butter_creme,21,17073,787,2020-06-15 14:12:00,26
butter_creme,21,30458,1404,2020-06-15 15:03:00,43
caramel,10,14262,1419,2020-06-15 15:58:00,263
toffee,18,9800,518,2020-06-15 17:01:00,159
dark_chocolate,34,40641,1180,2020-06-15 18:40:00,71
caramel,10,8121,808,2020-06-15 19:53:00,273
caramel,10,4090,407,2020-06-15 21:07:00,103
caramel,10,9980,993,2020-06-15 21:49:00,492
caramel,10,11085,1103,2020-06-15 21:57:00,310
butter_creme,21,282,13,2020-06-15 21:58:00,38
dark_chocolate,34,10022,291,2020-06-15 23:03:00,298
butter_creme,21,25902,1194,2020-06-15 23:43:00,124
dark_chocolate,34,40124,1165,2020-06-16 01:14:00,175
chocolate,34,44757,1289,2020-06-16 01:25:00,30
toffee,18,7737,409,2020-06-16 02:45:00,488
butter_creme,21,2299,106,2020-06-16 03:16:00,153
caramel,10,4874,485,2020-06-16 03:51:00,74
toffee,18,775,41,2020-06-16 04:56:00,119
caramel,10,13156,1309,2020-06-16 05:23:00,5
caramel,10,8462,842,2020-06-16 06:05:00,60
dark_chocolate,34,20906,607,2020-06-16 07:38:00,461
toffee,18,26070,1378,2020-06-16 09:10:00,365
butter_creme,21,6790,313,2020-06-16 09:11:00,161
butter_creme,21,24904,1148,2020-06-16 10:35:00,172
chocolate,34,43264,1246,2020-06-16 12:04:00,133
dark_chocolate,34,12846,373,2020-06-16 12:14:00,109
toffee,18,28227,1492,2020-06-16 13:26:00,55
dark_chocolate,34,27002,784,2020-06-16 14:12:00,385
caramel,10,3377,336,2020-06-16 14:24:00,462
caramel,10,10925,1087,2020-06-16 14:45:00,172
caramel,10,14412,1434,2020-06-16 14:54:00,449
dark_chocolate,34,2204,64,2020-06-16 16:19:00,241
dark_chocolate,34,26072,757,2020-06-16 17:44:00,435
butter_creme,21,2126,98,2020-06-16 18:07:00,168
caramel,10,3668,365,2020-06-16 19:44:00,395
chocolate,34,37951,1093,2020-06-16 20:38:00,283
butter_creme,21,31933,1472,2020-06-16 22:09:00,365
toffee,18,2478,131,2020-06-16 22:55:00,109
toffee,18,10405,550,2020-06-17 00:25:00,397
toffee,18,283,15,2020-06-17 01:01:00,50
dark_chocolate,34,29516,857,2020-06-17 01:09:00,39
toffee,18,7718,408,2020-06-17 02:11:00,30
toffee,18,11427,604,2020-06-17 02:30:00,398
butter_creme,21,9849,454,2020-06-17 03:44:00,45
caramel,10,1598,159,2020-06-17 04:20:00,459
butter_creme,21,24622,1135,2020-06-17 04:30:00,351
caramel,10,10673,1062,2020-06-17 05:09:00,369
chocolate,34,45521,1311,2020-06-17 06:31:00,24
caramel,10,4452,443,2020-06-17 07:39:00,55
dark_chocolate,34,8954,260,2020-06-17 08:15:00,91
dark_chocolate,34,11503,334,2020-06-17 08:29:00,137
dark_chocolate,34,13535,393,2020-06-17 08:54:00,49
butter_creme,21,29416,1356,2020-06-17 09:41:00,139
butter_creme,21,11671,538,2020-06-17 10:12:00,24
butter_creme,21,15164,699,2020-06-17 11:24:00,115
butter_creme,21,20695,954,2020-06-17 11:58:00,59
dark_chocolate,34,33236,965,2020-06-17 13:13:00,326
chocolate,34,138,4,2020-06-17 13:27:00,257
chocolate,34,2048,59,2020-06-17 14:04:00,11
butter_creme,21,27117,1250,2020-06-17 14:27:00,207
dark_chocolate,34,7439,216,2020-06-17 14:57:00,472
caramel,10,12020,1196,2020-06-17 15:45:00,152
caramel,10,13086,1302,2020-06-17 15:53:00,317
dark_chocolate,34,34923,1014,2020-06-17 17:19:00,54
chocolate,34,17847,514,2020-06-17 18:20:00,305
chocolate,34,38299,1103,2020-06-17 19:55:00,13
chocolate,34,44410,1279,2020-06-17 20:45:00,429
dark_chocolate,34,42810,1243,2020-06-17 22:14:00,327
caramel,10,6864,683,2020-06-17 22:46:00,250
caramel,10,964,96,2020-06-17 23:23:00,287
chocolate,34,40590,1169,2020-06-17 23:31:00,243
chocolate,34,41354,1191,2020-06-17 23:37:00,162
chocolate,34,12014,346,2020-06-18 00:34:00,226
chocolate,34,49931,1438,2020-06-18 00:51:00,451
dark_chocolate,34,27381,795,2020-06-18 01:14:00,257
toffee,18,10859,574,2020-06-18 02:24:00,445
dark_chocolate,34,5889,171,2020-06-18 02:57:00,90
caramel,10,12563,1250,2020-06-18 04:27:00,254
dark_chocolate,34,46151,1340,2020-06-18 05:19:00,428
caramel,10,11890,1183,2020-06-18 06:05:00,15
caramel,10,723,72,2020-06-18 06:11:00,144
dark_chocolate,34,24729,718,2020-06-18 06:12:00,344
chocolate,34,30347,874,2020-06-18 06:33:00,234
chocolate,34,37639,1084,2020-06-18 07:26:00,221
dark_chocolate,34,20699,601,2020-06-18 07:50:00,455
toffee,18,10027,530,2020-06-18 08:45:00,381
caramel,10,7186,715,2020-06-18 09:20:00,416
dark_chocolate,34,33752,980,2020-06-18 10:46:00,329
toffee,18,10821,572,2020-06-18 10:51:00,457
chocolate,34,26493,763,2020-06-18 11:24:00,158
chocolate,34,42222,1216,2020-06-18 12:47:00,398
toffee,18,24802,1311,2020-06-18 13:51:00,228
dark_chocolate,34,45669,1326,2020-06-18 14:40:00,468
caramel,10,12422,1236,2020-06-18 16:07:00,373
toffee,18,17329,916,2020-06-18 17:26:00,12
butter_creme,21,7939,366,2020-06-18 19:02:00,382
dark_chocolate,34,49802,1446,2020-06-18 20:04:00,163
caramel,10,9447,940,2020-06-18 20:24:00,42
butter_creme,21,3536,163,2020-06-18 20:42:00,364
dark_chocolate,34,39952,1160,2020-06-18 21:13:00,326
toffee,18,9535,504,2020-06-18 22:45:00,346
dark_chocolate,34,33236,965,2020-06-19 00:18:00,358
dark_chocolate,34,30825,895,2020-06-19 00:51:00,64
caramel,10,6100,607,2020-06-19 01:32:00,142
caramel,10,7749,771,2020-06-19 03:02:00,199
caramel,10,3929,391,2020-06-19 04:30:00,303
chocolate,34,16979,489,2020-06-19 06:06:00,438
chocolate,34,23403,674,2020-06-19 06:42:00,1
toffee,18,16781,887,2020-06-19 08:14:00,227
toffee,18,21927,1159,2020-06-19 09:39:00,72
butter_creme,21,26488,1221,2020-06-19 11:15:00,101
toffee,18,26316,1391,2020-06-19 11:21:00,302
caramel,10,14985,1491,2020-06-19 12:37:00,219
chocolate,34,20868,601,2020-06-19 12:42:00,485
dark_chocolate,34,35646,1035,2020-06-19 13:24:00,297
dark_chocolate,34,22387,650,2020-06-19 13:42:00,241
butter_creme,21,694,32,2020-06-19 14:28:00,330
caramel,10,4653,463,2020-06-19 15:35:00,337
caramel,10,2080,207,2020-06-19 17:11:00,256
chocolate,34,6875,198,2020-06-19 17:59:00,121
chocolate,34,4756,137,2020-06-19 18:03:00,357
butter_creme,21,22865,1054,2020-06-19 19:21:00,317
toffee,18,9005,476,2020-06-19 19:57:00,17
toffee,18,15570,823,2020-06-19 20:56:00,452
toffee,18,3575,189,2020-06-19 22:04:00,462
dark_chocolate,34,47253,1372,2020-06-19 22:34:00,87
dark_chocolate,34,27346,794,2020-06-19 23:28:00,92
chocolate,34,41319,1190,2020-06-20 00:49:00,441
toffee,18,8589,454,2020-06-20 01:08:00,154
dark_chocolate,34,482,14,2020-06-20 01:26:00,394
dark_chocolate,34,31961,928,2020-06-20 02:57:00,197
dark_chocolate,34,42673,1239,2020-06-20 04:01:00,382
dark_chocolate,34,16394,476,2020-06-20 05:06:00,220
caramel,10,2311,230,2020-06-20 05:40:00,194
dark_chocolate,34,10470,304,2020-06-20 06:39:00,289
toffee,18,20470,1082,2020-06-20 06:40:00,435
chocolate,34,23854,687,2020-06-20 07:01:00,373
chocolate,34,28194,812,2020-06-20 08:18:00,392
toffee,18,26732,1413,2020-06-20 09:30:00,274
dark_chocolate,34,50835,1476,2020-06-20 09:49:00,304
caramel,10,3407,339,2020-06-20 10:55:00,90
dark_chocolate,34,16876,490,2020-06-20 12:34:00,267
caramel,10,6141,611,2020-06-20 13:44:00,484
chocolate,34,45660,1315,2020-06-20 13:46:00,450
caramel,10,11156,1110,2020-06-20 14:14:00,302
caramel,10,2110,210,2020-06-20 14:21:00,142
chocolate,34,21597,622,2020-06-20 15:01:00,463
caramel,10,7206,717,2020-06-20 15:09:00,357
chocolate,34,35555,1024,2020-06-20 16:02:00,339
chocolate,34,15382,443,2020-06-20 16:13:00,190
caramel,10,3588,357,2020-06-20 17:21:00,17
butter_creme,21,23516,1084,2020-06-20 18:48:00,235
dark_chocolate,34,15050,437,2020-06-20 20:27:00,77
chocolate,34,25000,720,2020-06-20 21:48:00,88
chocolate,34,13229,381,2020-06-20 23:03:00,104
caramel,10,1376,137,2020-06-21 00:07:00,78
toffee,18,21208,1121,2020-06-21 00:54:00,390
chocolate,34,18194,524,2020-06-21 01:58:00,330
caramel,10,5226,520,2020-06-21 02:15:00,366
butter_creme,21,18136,836,2020-06-21 02:27:00,190
toffee,18,16951,896,2020-06-21 02:50:00,428
caramel,10,2211,220,2020-06-21 03:04:00,163
dark_chocolate,34,3478,101,2020-06-21 03:33:00,266
chocolate,34,18264,526,2020-06-21 03:50:00,238
caramel,10,3658,364,2020-06-21 04:36:00,473
caramel,10,14905,1483,2020-06-21 04:49:00,172
toffee,18,983,52,2020-06-21 05:39:00,145
dark_chocolate,34,37300,1083,2020-06-21 07:16:00,449
chocolate,34,21389,616,2020-06-21 08:17:00,223
toffee,18,6451,341,2020-06-21 09:45:00,460
butter_creme,21,13103,604,2020-06-21 10:02:00,71
butter_creme,21,6963,321,2020-06-21 10:42:00,341
toffee,18,2781,147,2020-06-21 11:56:00,215
butter_creme,21,13515,623,2020-06-21 13:33:00,21
chocolate,34,51458,1482,2020-06-21 14:39:00,66
chocolate,34,50000,1440,2020-06-21 14:54:00,25
caramel,10,2361,235,2020-06-21 16:02:00,288
chocolate,34,6666,192,2020-06-21 17:32:00,344
butter_creme,21,21672,999,2020-06-21 18:17:00,477
toffee,18,25218,1333,2020-06-21 19:37:00,117
chocolate,34,3437,99,2020-06-21 19:40:00,120
toffee,18,321,17,2020-06-21 19:46:00,67
caramel,10,6784,675,2020-06-21 21:17:00,485
caramel,10,4643,462,2020-06-21 22:56:00,465
caramel,10,2030,202,2020-06-22 00:04:00,2
butter_creme,21,32237,1486,2020-06-22 00:09:00,176
caramel,10,7708,767,2020-06-22 01:42:00,457
caramel,10,8342,830,2020-06-22 02:43:00,245
butter_creme,21,19936,919,2020-06-22 03:00:00,178
toffee,18,170,9,2020-06-22 04:21:00,4
chocolate,34,51667,1488,2020-06-22 05:46:00,114
chocolate,34,51667,1488,2020-06-22 06:47:00,307
chocolate,34,43160,1243,2020-06-22 08:17:00,256
chocolate,34,41354,1191,2020-06-22 09:11:00,417
chocolate,34,14757,425,2020-06-22 10:39:00,432
toffee,18,14170,749,2020-06-22 11:31:00,314
dark_chocolate,34,16566,481,2020-06-22 13:09:00,447
chocolate,34,26215,755,2020-06-22 13:56:00,295
toffee,18,18143,959,2020-06-22 14:54:00,238
toffee,18,26316,1391,2020-06-22 15:20:00,395
toffee,18,9818,519,2020-06-22 16:35:00,465
dark_chocolate,34,4098,119,2020-06-22 16:53:00,367
toffee,18,567,30,2020-06-22 17:21:00,479
toffee,18,10556,558,2020-06-22 17:30:00,117
dark_chocolate,34,3340,97,2020-06-22 17:48:00,151
dark_chocolate,34,18632,541,2020-06-22 18:56:00,125
toffee,18,9421,498,2020-06-22 19:44:00,46
chocolate,34,45069,1298,2020-06-22 19:58:00,414
toffee,18,27829,1471,2020-06-22 20:23:00,320
dark_chocolate,34,32547,945,2020-06-22 20:28:00,396
butter_creme,21,25512,1176,2020-06-22 21:20:00,15
caramel,10,10523,1047,2020-06-22 22:23:00,347
caramel,10,9930,988,2020-06-22 23:38:00,265
butter_creme,21,16075,741,2020-06-23 01:11:00,83
toffee,18,8078,427,2020-06-23 02:00:00,239
butter_creme,21,21260,980,2020-06-23 03:38:00,71
caramel,10,9698,965,2020-06-23 05:15:00,295
chocolate,34,44028,1268,2020-06-23 06:11:00,323
dark_chocolate,34,29309,851,2020-06-23 07:32:00,14
dark_chocolate,34,18150,527,2020-06-23 08:17:00,280
chocolate,34,49306,1420,2020-06-23 09:30:00,223
butter_creme,21,10000,461,2020-06-23 10:50:00,15
dark_chocolate,34,3960,115,2020-06-23 11:37:00,434
caramel,10,2392,238,2020-06-23 12:27:00,349
dark_chocolate,34,15326,445,2020-06-23 13:26:00,276
chocolate,34,9201,265,2020-06-23 14:54:00,215
chocolate,34,2847,82,2020-06-23 15:15:00,54
toffee,18,5940,314,2020-06-23 16:54:00,4
toffee,18,20375,1077,2020-06-23 17:16:00,63
butter_creme,21,29091,1341,2020-06-23 17:48:00,149
chocolate,34,34132,983,2020-06-23 17:56:00,83
caramel,10,10754,1070,2020-06-23 19:23:00,154
butter_creme,21,4317,199,2020-06-23 20:15:00,354
butter_creme,21,11909,549,2020-06-23 21:26:00,465
dark_chocolate,34,46082,1338,2020-06-23 22:46:00,493
caramel,10,10372,1032,2020-06-23 23:52:00,135
dark_chocolate,34,38505,1118,2020-06-24 01:12:00,117
dark_chocolate,34,11675,339,2020-06-24 02:23:00,384
dark_chocolate,34,36886,1071,2020-06-24 03:57:00,131
butter_creme,21,32258,1487,2020-06-24 05:19:00,125
chocolate,34,8576,247,2020-06-24 05:36:00,291
toffee,18,4351,230,2020-06-24 06:28:00,30
